board,trajectories,evaluations,best_move
"8| r . . . k . . r
7| . p q . . p p .
6| p . n p . . . .
5| . . . . p . b P
4| . . N . P . B .
3| . . P . . . . .
2| P . . . . P . .
1| R . . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 21","['a8d8 h1g1 c6e7 d1b3 b7b5', 'h8h6 d1d3 e8f8 h1g1 b7b5']","['-1.85 (centipawns)', '-1.61 (centipawns)']",a8d8
"8| . . . . . . . .
7| . . . . . . . P
6| . k . p . . . .
5| . . p . . . . .
4| . . . . . . . K
3| . . . . . . . .
2| Q . . . . . P .
1| . . . . . . . r
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 57","['h4g3 h1h7 a2b1 b6c6 b1h7', 'h4g5 b6c6 a2a8 c6b6 h7h8q']","['13.16 (centipawns)', 'Mate in -17']",h4g3
"8| r . . q k . . r
7| p b . n n p b p
6| . p p . p . p .
5| . . . p . . . .
4| . . . P . B . .
3| . Q P B P N . .
2| P P . N . P P P
1| R . . . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 11","['b3d1 c6c5 h2h4 h7h6 d1e2', 'h2h4 h7h6 b3d1 c6c5 d1e2', 'a2a4 c6c5 d3b5 e8g8 a4a5', 'e1g1 e8g8 f1e1 c6c5 d3f1']","['0.38 (centipawns)', '0.40 (centipawns)', '0.13 (centipawns)', '0.14 (centipawns)']",b3d1
"8| . . . . . . k .
7| . b r . . p . p
6| p . . . . . p .
5| . p . . r . . .
4| . . . N . . P .
3| P . P . . . . P
2| . P . . . R . K
1| . . . . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 33","['f2e2 e5e2 d4e2 c7e7 e2d4', 'f2f6 g8g7 f1f2 h7h6 f6b6', 'f2c2 c7e7 f1f2 g8g7 c2e2', 'f2d2 g8g7 f1f2 c7e7 d2e2']","['-0.19 (centipawns)', '-0.50 (centipawns)', '-0.51 (centipawns)', '-0.49 (centipawns)']",f2e2
"8| r . . q . r k .
7| . p p . . . p p
6| p . n p p . . .
5| . . b . . . . n
4| P . . p P . . .
3| . . P . . N . P
2| . P . . . P P .
1| R N B Q R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 12","['c3d4 c5b4 b1c3 d8f6 e1f1', 'c1g5 d8e8 c3d4 c5b4 b1c3']","['0.11 (centipawns)', '-0.33 (centipawns)']",c3d4
"8| r . . q . r k .
7| p p p b . p . .
6| . . . . p n . b
5| . . . p . . p .
4| . n P P . . . p
3| . . N . P N . P
2| P P . . B P P B
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 13","['f3e5 d5c4 e2c4 b4d5 c3d5', 'a1c1 a7a5 f3e5 d7e8 a2a3', 'a2a3 b4c6 a1c1 c6e7 e2d3', 'c3b5 f6e4 b5c7 a8c8 a2a3']","['2.70 (centipawns)', '3.01 (centipawns)', '2.76 (centipawns)', '2.58 (centipawns)']",f3e5
"8| r n . q k b . r
7| p b . p . p p p
6| . . . . . . . .
5| . . p n . . . .
4| . . B . . . . .
3| . . . . . N . .
2| P P Q . . P P P
1| R N B . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 9","['c2b3 d8e7 e1d1 e7d6 b3b7', 'e1g1 d5b4 c2c3 f7f6 f1e1']","['3.63 (centipawns)', '2.87 (centipawns)']",c2b3
"8| r . . q . . k .
7| p p . . . . p p
6| . . n p . . . .
5| . . . p . . . .
4| . . . . N . . .
3| . . P B P P . .
2| P P . . . P . P
1| R . . . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 13","['c6e5 e1c1 e5d3 d1d3 d5e4', 'd5e4 d3e4 d8h4 h1g1 c6e7']","['-4.77 (centipawns)', '-4.09 (centipawns)']",c6e5
"8| . k . r . b . r
7| p p p . . q . .
6| . . n . . . . .
5| . N . . p . . .
4| . . . . . p . p
3| . . P P . P . P
2| P . . . . . P .
1| R . B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 22","['f7d5 a2a4 d5d3 d1d3 d8d3', 'f8c5 g1h2 f7f5 c1a3 d8d3', 'a7a6 a2a4 h8g8 d3d4 f8c5', 'h8g8 d3d4 a7a6 a2a4 c6a5']","['-3.96 (centipawns)', '-3.96 (centipawns)', '-3.53 (centipawns)', '-3.52 (centipawns)']",f7d5
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . . . . p
5| p . . k p K p .
4| P . . . . . P .
3| . . . . . P . P
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 10
- Fullmove number: 48",['f5g6 d5d4 g6h6 d4e3 h6g5'],['0.00 (centipawns)'],f5g6
"8| . . . . . . . .
7| p . . . . . . R
6| . . k . p . p .
5| . N . p P b . .
4| P . . P . P . .
3| . r . . . r . .
2| . . . . K . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 47","['b5a7 c6b6 a7c8 b6a5 h7a7', 'b5d6 f3h3 h7h3 b3h3 a4a5']","['-6.73 (centipawns)', '-6.29 (centipawns)']",b5a7
"8| r . . . . . k .
7| p . . . . p . p
6| . . . . . . p .
5| . . . . . . . .
4| . . . P . . . .
3| . . . . . P P .
2| . P . R . . . P
1| . . . . . K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 24","['a8b8 f1f2 b8b3 g3g4 g8f8', 'g8f8 f1e2 f8e7 e2d3 a8b8', 'a7a5 f1e2 g8f8 e2d3 f8e7']","['0.29 (centipawns)', '0.54 (centipawns)', '0.64 (centipawns)']",a8b8
"8| . . . . . . . .
7| . . . k . . p p
6| . p . . . . . .
5| . P . . . . . .
4| . . . . . . . .
3| . . K . . . . P
2| . . . . . p . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 44","['c3d2 f2f1q d2e3 d7e6 e3e4', 'c3d3 f2f1q d3c2 d7d6 c2b3', 'c3c4 d7e6 c4d4 f2f1q d4e4', 'h3h4 f2f1q c3d4 d7d6 d4e4']","['Mate in 12', 'Mate in 8', 'Mate in 12', 'Mate in 11']",c3d2
"8| r . b q k b n r
7| p p p . p p p p
6| . . n . . . . .
5| . . . p . . . .
4| . . . P . . . .
3| . . . . P N . .
2| P P P . . P P P
1| R N B Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 3","['c8g4 f1b5 d8d7 b1d2 a7a6', 'e7e6 c2c4 g8f6 b1c3 f8d6', 'c8f5 f1b5 e7e6 c2c4 g8e7', 'g8f6 c2c4 e7e6 b1c3 f8d6']","['0.39 (centipawns)', '0.36 (centipawns)', '0.46 (centipawns)', '0.32 (centipawns)']",c8g4
"8| . . k r . . . r
7| p p p . . p p p
6| . . p . . . . .
5| . . b . P b . .
4| . . N . . P . .
3| . . . . . . . .
2| P P . . Q n P P
1| R . B . K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 15","['f2h1 c1e3 c5b4 c4d2 f7f6', 'f2d3 e2d3 f5d3 c1e3 c5e3', 'f5g4 e2g4 f2g4 f1e2 h7h5']","['4.51 (centipawns)', '4.36 (centipawns)', '4.08 (centipawns)']",f2h1
"8| . b . r k . . r
7| . b . q . p p p
6| p p . . . n . .
5| . . p . B . . .
4| . . P . . . . .
3| . . N P . . . .
2| P P . . . P P P
1| R . Q . R B K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16","['e8g8 e5b8 d8b8 c1f4 f8d8', 'b8e5 e1e5 e8f8 c1g5 h7h6']","['1.42 (centipawns)', '1.60 (centipawns)']",e8g8
"8| . . R . . . . .
7| p . . . . . p .
6| . . . . . . k .
5| . . . b . . . .
4| . . . R . . . .
3| . . . . . . . .
2| P P . . . K . P
1| . r . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 35",['b1b2 f2g3 b2g2 g3h3 g2g5'],['2.13 (centipawns)'],b1b2
"8| . . . . . . . .
7| . . . . k . p p
6| . p . . . . . .
5| p . . B . . . .
4| b . . N . . . P
3| . . . R . . P .
2| . . . . . P . K
1| . . . . b . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 38","['d5f3 e1f2 d4c6 e7f7 d3d7', 'f2f4 e7d6 d5g8 d6c5 d4f3', 'd5c6 a4c6 d4c6 e7f6 d3e3', 'd5g2 e1f2 d4c6 a4c6 g2c6']","['5.12 (centipawns)', '5.57 (centipawns)', '5.76 (centipawns)', '5.20 (centipawns)']",d5f3
"8| . . . . r . . .
7| . . . r . p p p
6| . k . n . . . .
5| . . . . . . P .
4| . . . . . P . .
3| . . P . . . . .
2| . K . b b . . P
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 32","['g5g6 e8b8 h2h3 b6c6 b2c2', 'b2b3 b6c6 h2h3 e2d1 b3a2', 'h2h4 e8b8 c3c4 b6c6 b2c2', 'f4f5 e8b8 h2h3 b6c6 b2c2']","['Mate in 2', 'Mate in 2', 'Mate in 2', 'Mate in 2']",g5g6
"8| . . r . . r k .
7| p . . . q p p p
6| . p . . p . . .
5| . Q n p P . . .
4| P . . . . . . .
3| . . P . . N . .
2| . . P . . P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 17","['c5e4 a4a5 e4c3 b5d3 b6b5', 'c5b7 b5b4 e7c5 a1a3 c5b4']","['-2.82 (centipawns)', '-2.00 (centipawns)']",c5e4
"8| . . . . . . . .
7| . . . . . . . .
6| p . . . . . b .
5| . p . . k . p .
4| . . p . . . P .
3| P . P . K P . .
2| . P . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 39","['e3f2 e5f4 f2e2 g6e8 e2d2', 'e3d2 e5f4 d2e2 g6e8 b2b3', 'e3e2 e5f4 e2f2 g6e8 f2e2']","['-9.33 (centipawns)', '-10.61 (centipawns)', '-16.79 (centipawns)']",e3f2
"8| r . b q k . . r
7| p p p . b p p p
6| . . . . . n . .
5| . . . P p . . .
4| . . . . . B . .
3| . . . . . P . .
2| P P . . . P . P
1| R N . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 10","['f4e5 e8g8 b1c3 f8e8 f1e2', 'f1b5 c8d7 b5d7 d8d7 f4e5', 'f4g3 f6d5 g3e5 e8g8 b1c3']","['-3.06 (centipawns)', '-3.08 (centipawns)', '-3.07 (centipawns)']",f4e5
"8| . . . . r . k .
7| . . . . . p p p
6| . r . p . n . .
5| . . . . . . . .
4| . p . . P . . .
3| P . . . . P . P
2| b R P . N . P .
1| . . . . R . . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 32",['b2a2 b4a3 a2a3 d6d5 e4d5'],['0.15 (centipawns)'],b2a2
"8| . . . . . r . .
7| . . . . . . p k
6| b . p . p . . p
5| p p . q N n . Q
4| . P . P p . . .
3| P . P . . . . .
2| . . . B . P r P
1| . . . R . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 24",['g1g2 e4e3 g2g1 e3d2 h5g6'],['1.73 (centipawns)'],g1g2
"8| . . . . . . . .
7| . . . . . . . p
6| . . . . . . . .
5| . . . B . N . .
4| . . N . P k P .
3| . . . . . P . .
2| . . . . K . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 46","['d5f7 h7h6 f7e8 f4g5 e2e3', 'c4d2 f4e5 d5f7 e5f6 f7e8', 'e4e5 f4g5 e5e6 h7h5 g4h5', 'd5e6 f4g5 e6f7 g5f4 f7e8']","['Mate in -5', 'Mate in -7', 'Mate in -7', 'Mate in -8']",d5f7
"8| r . n . k . . r
7| p p . q . . p .
6| . . p . . . n p
5| P . . p P p . .
4| . b . P . . . P
3| . P N . . N . .
2| . . P Q . P P .
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 19","['e5e6 d7d6 h4h5 g6f4 f3e5', 'h4h5 b4c3 d2c3 g6f4 a1e1', 'a5a6 b7b5 e5e6 d7d6 c3b5', 'd2e3 b4c3 e5e6 d7c7 e3c3']","['-3.59 (centipawns)', '-3.27 (centipawns)', '-3.08 (centipawns)', '-3.49 (centipawns)']",e5e6
"8| . . . . . . . .
7| p p N b . . k p
6| . . . N . . p .
5| . . . B n p . .
4| . . . . . . . .
3| . . . . . . . .
2| P P P . . P P P
1| . . . . R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 26","['e5c6 f2f3 g7f8 d6b7 c6b4', 'g7f6 c7e8 d7e8 d6e8 f6g5']","['9.81 (centipawns)', '10.74 (centipawns)']",e5c6
"8| . r . . . b k .
7| p . . q . . . p
6| . r p . p . p .
5| . . . . P p . .
4| P . . P b P . P
3| . . R . B N P .
2| . . . . Q K . .
1| . . R . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 26","['f3d2 b6b2 f2g1 e4d5 c3c2', 'f2f1 f8b4 c3b3 e4d5 b3b2', 'h4h5 b6b2 f3d2 b2a2 f2f1', 'd4d5 b6b2 f3d2 d7d5 f2f1']","['-2.50 (centipawns)', '-2.77 (centipawns)', '-2.70 (centipawns)', '-4.01 (centipawns)']",f3d2
"8| r . b . k . . r
7| p p . . b p p p
6| . . n . p n . .
5| . . p q . . B .
4| . . . . . . . .
3| . . P P . N . .
2| P P . . B P P P
1| R N . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 8","['h7h6 g5e3 e8g8 d3d4 c5d4', 'e8g8 b1d2 b7b6 d2c4 c8b7', 'b7b6 d3d4 c5d4 c3d4 c8b7', 'd5d8 a2a4 h7h6 g5h4 g7g5']","['-0.33 (centipawns)', '-0.25 (centipawns)', '-0.15 (centipawns)', '-0.01 (centipawns)']",h7h6
"8| r . b q . b . r
7| p p p p . k p p
6| . . n . . n . .
5| . . . . p . . .
4| . . . . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 5","['d7d6 d2d4 e5d4 c2c3 d4d3', 'f7g8 b1c3 d7d5 e4d5 f6d5', 'd7d5 e4d5 d8d5 b1c3 d5d7', 'f6e4 f1e1 e4f6 d2d4 e5d4']","['-3.82 (centipawns)', '-3.91 (centipawns)', '-3.64 (centipawns)', '-3.94 (centipawns)']",d7d6
"8| r . b q k b . r
7| . p p p . p p p
6| p . n . . n . .
5| . . . . p . . .
4| . . B . P . . .
3| P . N . . . . .
2| . P P P . P P P
1| R . B Q K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 5","['d2d3 f8c5 g1f3 d7d6 c1e3', 'c4a2 f8c5 d2d3 d7d6 g1f3', 'c4b3 c6d4 b3a2 f8c5 d2d3']","['-0.02 (centipawns)', '0.01 (centipawns)', '-0.08 (centipawns)']",d2d3
"8| . . . . . K . .
7| . . . . . . . .
6| . . . . . . . .
5| . . . . . . . .
4| . . . . . . . .
3| k . . . . . . .
2| . . . r . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 13
- Fullmove number: 59","['d2d7 f8e8 d7c7 e8d8 c7h7', 'a3b4 f8e7 b4c5 e7e6 d2a2']","['Mate in -10', 'Mate in -18']",d2d7
"8| . . . . . . . .
7| . p B . b . . p
6| p . . . . . p .
5| . . . . . . . .
4| . P . . . . P .
3| P . . k . . . P
2| . . . . . P K .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 39","['g2g3 d3c2 f2f4 c2b3 f4f5', 'g2f3 e7g5 c7b6 g5d2 b6e3', 'c7b6 d3e4 g2g3 e7d6 g3g2', 'f2f4 d3e4 g4g5 e7f8 c7e5']","['0.07 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)']",g2g3
"8| . . . . . . r .
7| p . k . . p r .
6| . . . p . p . b
5| . b . P p P . .
4| . . p . P . . .
3| P p P n . R p P
2| . P . . N . B .
1| . K . N . . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 30","['f3f1 d3f2 b1a1 c7b6 a1b1', 'd1e3 d3f2 b1a1 f2e4 e3g4', 'g1h1 d3c5 f3e3 h6e3 d1e3']","['-3.71 (centipawns)', '-4.46 (centipawns)', '-3.76 (centipawns)']",f3f1
"8| . . k r . b . r
7| p p . . . p p p
6| . n . p . n . .
5| . . p . . . . .
4| . . . . P B . .
3| . P N R . . . .
2| P . P . . P P P
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 14","['f6e8 a2a4 e8c7 f2f3 f8e7', 'd8d7 a2a4 b6a8 c3b5 a7a6', 'f8e7 c3b5 a7a6 f4d6 a6b5', 'b6d7 a2a4 d8e8 f4d6 f8d6']","['-3.99 (centipawns)', '-3.97 (centipawns)', '-3.93 (centipawns)', '-3.90 (centipawns)']",f6e8
"8| . . k . . . . .
7| . . p . . p . p
6| p . . . . . p .
5| . . . P . . . .
4| . P r . . . . .
3| . K . . P . . P
2| P . N . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 31","['c4h4 a2a4 h4h3 c2d4 g6g5', 'c4e4 b3c3 e4h4 a2a4 h4h3']","['-5.95 (centipawns)', '-5.45 (centipawns)']",c4h4
"8| . . . . . . k .
7| . p . q . p . p
6| . P p . . . p .
5| . . P p . . . .
4| . . . . . . . .
3| . . b . . Q . .
2| . . . . . P P P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 30",['f3c3 d5d4 c3d3 d7d5 h2h4'],['-4.56 (centipawns)'],f3c3
"8| . . . r . . . r
7| p b p . R . k .
6| . p . . . n B .
5| . . . . . . . .
4| . . . P . N . .
3| . . P . . P . p
2| P P . . . K . .
1| . . . . . . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 35",['g7h6 g6h7 d8g8 h7g8 h8g8'],['5.78 (centipawns)'],g7h6
"8| r . b q r n k .
7| p p . . . p b p
6| . . p . . n p .
5| . . . P p . . .
4| . . P . P . . .
3| . . . B . N . .
2| P P . N . . P P
1| R . B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 12","['b7b5 b2b3 c6d5 c4d5 f6d5', 'f8d7 d2b3 a7a5 a2a4 c6d5', 'a7a5 a2a4 f8d7 d1e2 d8b6']","['-0.76 (centipawns)', '-0.47 (centipawns)', '-0.45 (centipawns)']",b7b5
"8| . . . . . . . .
7| . . . . . . . .
6| . . K . . . . .
5| . . . . . . . .
4| . p . . . . . .
3| . k . Q . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 59","['b3a2 c6c5 b4b3 c5b4 a2a1', 'b3b2 c6c5 b4b3 c5b4 b2a1', 'b3a4 c6c5 b4b3 d3a6']","['Mate in 4', 'Mate in 4', 'Mate in 0']",b3a2
"8| r . b q k . . r
7| p p p . . p p p
6| . . n p . n . .
5| . . b . p . . .
4| . . B . P . . .
3| . . P P . N . P
2| P P . . . P P .
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['a7a6 a2a4 h7h6 b2b4 c5a7', 'a7a5 b1d2 h7h6 e1g1 c5a7', 'c6e7 e1g1 c5b6 b1d2 e7g6', 'e8g8 e1g1 c5b6 f1e1 h7h6']","['0.24 (centipawns)', '0.17 (centipawns)', '0.23 (centipawns)', '0.22 (centipawns)']",a7a6
"8| r . b q k b . r
7| p p p . p p p p
6| . . n p . n . .
5| . . . . . . . .
4| . . B . P . . .
3| . . N . . N . .
2| P P P P . P P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 4","['c8g4 d2d4 e7e5 c4b5 f6d7', 'f6e4 c3e4 d6d5 c4d3 d5e4', 'e7e6 d2d4 f8e7 a2a3 d6d5', 'a7a6 d2d4 c8g4 c4e2 g4f3']","['0.25 (centipawns)', '0.40 (centipawns)', '0.46 (centipawns)', '0.54 (centipawns)']",c8g4
"8| b . . r . . k .
7| . . . r . p p p
6| p p . . . . q .
5| . . b . . . . .
4| . . . N . . . Q
3| . P . . . P . P
2| . B . R . . P K
1| . . . R . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 39","['c5d6 h2h1 g6g3 h4g3 d6g3', 'h7h6 h2h1 a6a5 b2c3 a8b7', 'h7h5 h2h1 c5b4 d2d3 g8h7', 'c5f8 b3b4 h7h6 b2c3 f8d6']","['-3.26 (centipawns)', '-3.29 (centipawns)', '-3.00 (centipawns)', '-3.23 (centipawns)']",c5d6
"8| r . b . k . . .
7| . p . . . p b .
6| p . n . p . p .
5| . . Q n P . . .
4| . . . p . . . .
3| . K . N . . . r
2| P P P . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 26","['c2c3 h3d3 b3c2 d3h3 c5a3', 'b3c4 c8d7 b2b4 g7f8 c4b3', 'a2a4 g7f8 c5a3 f8a3 b2a3', 'a2a3 g7f8 c5c6 b7c6 b3a2']","['Mate in 18', '-13.55 (centipawns)', '-12.64 (centipawns)', '-13.01 (centipawns)']",c2c3
"8| r n b q k b . r
7| p p p . . p p p
6| . . . . . . . .
5| . . . . p . . .
4| . . Q . P . . .
3| . . . . . . . N
2| P P P P . P P P
1| R N B . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['b8c6 b1c3 f8d6 b2b3 c8e6', 'c8e6 c4e2 b8c6 c2c3 h8g8', 'h7h6 b1c3 b8c6 h3g1 f8d6', 'd8d6 b1c3 b8c6 c3b5 d6e7']","['-0.83 (centipawns)', '-0.77 (centipawns)', '-0.64 (centipawns)', '-0.48 (centipawns)']",b8c6
"8| . . . . . r . .
7| . . . . p . k p
6| . . . . . b p .
5| . . p . q p . .
4| . p . . . . n .
3| . B . P . P . .
2| . . . . . . P P
1| . N Q R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 29","['e5h2 g1f1 h2h1 f1e2 h1g2', 'e5d4 c1e3 d4e3 g1h1 g4f2']","['Mate in -1', 'Mate in -2']",e5h2
"8| r . b q k b n r
7| p p p p . . p p
6| . . n . . . . .
5| . B . . p p . .
4| . . . . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 4","['b1c3 f5e4 c3e4 g8f6 d1e2', 'd2d3 f5e4 d3e4 g8f6 e1g1']","['0.50 (centipawns)', '0.64 (centipawns)']",b1c3
