board,trajectories,evaluations,best_move
"8| . . k . r . . r
7| p p . q . . p .
6| . . p . . P . .
5| . . n p . . . .
4| P . . . . . P p
3| . Q P . P P . .
2| . P . N K . . P
1| R . . . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 25","['b3b4 c5e6 f6g7 d7g7 e2f2', 'b3c2 h8f8 f6g7 d7g7 a1e1', 'b3a3 c5e6 f6g7 d7g7 e2d1', 'b3a2 g7f6 a2b1 d7d6 f3f4', 'b3d1 d7e6 e3e4 e6f6 b2b4', 'f6g7 e8e3 e2d1 d7g7 b3b4']","['0.51 (centipawns)', '0.37 (centipawns)', '0.21 (centipawns)', '-0.64 (centipawns)', '-1.87 (centipawns)', '-2.11 (centipawns)']",b3b4
"8| . . . . . r . .
7| . . . . . . . k
6| . . R . . P p p
5| . . . . . . . .
4| p . . . . . . B
3| p . P . . . . .
2| P . B . . . P P
1| . . . . . R . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 35","['f6f7 h6h5 c6g6 f8e8 g6g8', 'c6c7 h7h8 c2g6 h8g8 c7h7', 'h4f2 f8f7 f2h4 h6h5 f1e1', 'h1g1 h6h5 f1e1 f8d8 c6c7', 'f1e1 h7h8 c2g6 h8g8 c6c7', 'f1a1 h6h5 c6c7 h7h6 a1f1']","['Mate in 2', 'Mate in 3', 'Mate in 7', 'Mate in 6', 'Mate in 4', 'Mate in 6']",f6f7
"8| r n . q k . n r
7| p p . . . . b p
6| . . p . . . p .
5| . . . p p b . .
4| . . . . . . . .
3| . . N P . Q . .
2| P P P . . P P P
1| R . B . K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8","['g2g4 f5e6 f3g3 g8f6 h2h4', 'g1e2 g8f6 e2g3 f5d7 f3d1', 'f3d1 c6c5 c3e2 b8c6 e2g3', 'c3e2 d8a5 c1d2 a5b6 e2g3', 'f3g3 b8d7 h2h4 g8f6 h4h5', 'h2h4 h7h5 f3g3 b8d7 f1e2']","['-1.19 (centipawns)', '-1.95 (centipawns)', '-1.07 (centipawns)', '-1.20 (centipawns)', '-1.68 (centipawns)', '-1.20 (centipawns)']",g2g4
"8| . . . r . . n r
7| p . p k . p p p
6| . . p . p . . .
5| . . b . . q N .
4| . . . . . P . .
3| P . . P . . . .
2| . P P B . . P P
1| R . . Q . R . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 15","['g8e7 b2b4 c5b6 d3d4 h7h5', 'h7h5 d2c3 g8e7 c3g7 h8g8', 'a7a6 g5f3 d7e8 f3e5 g8e7', 'a7a5 g5f3 f7f6 d3d4 c5d6', 'd8b8 b2b4 c5d6 c2c4 g8h6', 'c5d4 g5f3 d4b2 a1b1 b2f6']","['-2.12 (centipawns)', '-2.02 (centipawns)', '-2.53 (centipawns)', '-2.73 (centipawns)', '-2.75 (centipawns)', '-2.28 (centipawns)']",g8e7
"8| . . K . . . . .
7| . . . . . . . .
6| . . . . . . . .
5| . r . . . . . .
4| . . . . . . . .
3| k . . . . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 54","['b5d5 c8c7 a3b4 c7b6 d5d2', 'b5b2 c8d7 b2e2 d7d6 a3b4', 'b5f5 c8d7 f5e5 d7d6 e5e1', 'b5c5 c8d7 c5e5 d7d6 e5e2', 'b5b4 c8d7 b4e4 d7d6 e4e8', 'a3a4 c8d8 b5e5 d8d7 e5e3']","['Mate in 7', 'Mate in 14', 'Mate in 17', 'Mate in 15', 'Mate in 17', 'Mate in 17']",b5d5
"8| r . . . k . . r
7| . p p . b p p p
6| . . q p b n . .
5| . . . . p . . .
4| p P P . P . . P
3| . . . P B P P .
2| P . . . N . B .
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 15","['c6a6 d1d2 c7c6 a1b1 b7b5', 'b7b5 e2c3 b5c4 b4b5 c6d7', 'c6d7 a1c1 b7b5 f3f4 e6g4', 'h7h6 b4b5 c6d7 a1c1 c7c6', 'e8g8 d1d2 b7b5 f1c1 c6b7', 'b7b6 b4b5 c6d7 a1c1 e8g8']","['-0.56 (centipawns)', '-0.43 (centipawns)', '-0.73 (centipawns)', '-0.49 (centipawns)', '-0.54 (centipawns)', '-1.21 (centipawns)']",c6a6
"8| r . . . . . . .
7| p p p k b . . .
6| . . n p . p . .
5| . . . . . . . .
4| . . . . b . . .
3| . . Q . P . P .
2| P P P B . P . .
1| R N . . . K N q
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 22","['f1e2 h1g1 d2e1 c6e5 b1d2', 'c3c6 e4c6 b1c3 c6f3 c3e2', 'd2c1 e4g2 f1e2 h1g1 b1d2', 'c3d3 h1g2 f1e2 e4d3 c2d3']","['-5.74 (centipawns)', '-7.65 (centipawns)', '-7.19 (centipawns)', '-7.62 (centipawns)']",f1e2
"8| . r . . . . k .
7| Q . . . . . p .
6| . . . . q . . p
5| . . . . . . . P
4| . p r . p R . .
3| . . . p P . P .
2| . P . R . P . .
1| . K . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 31","['b8c8 a7f7 e6f7 f4f7 c4c1', 'e6c8 a7f7 g8h8 d2d1 d3d2', 'b8d8 d2d1 d8c8 f4h4 d3d2', 'b8e8 d2d1 e8c8 f4h4 d3d2', 'e6c6 a7b8 g8h7 d2d3 e4d3', 'c4c8 f4g4 e6g4 b2b3 g4e6']","['Mate in 20', '11.99 (centipawns)', '7.82 (centipawns)', '7.83 (centipawns)', '7.44 (centipawns)', 'Mate in 17']",b8c8
"8| . . r r . . k .
7| p . . . q . b p
6| . . . . p . p .
5| . . . . . p . .
4| . . . p . . . .
3| P . . . P P . P
2| . B . . Q P R K
1| R . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 27","['e3d4 e7c7 g2g3 c7c4 a1e1', 'b2d4 e7d6 h2g1 e6e5 d4b2', 'e2e1 c8c2 b2d4 e7c7 f3f4', 'e2a6 c8c2 b2d4 e6e5 d4a7', 'a1b1 d4d3 e2d1 g7b2 b1b2', 'e2f1 c8c2 b2d4 e7c7 h2h1']","['-1.22 (centipawns)', '-1.81 (centipawns)', '-4.03 (centipawns)', '-3.64 (centipawns)', '-3.98 (centipawns)', '-4.12 (centipawns)']",e3d4
"8| r . . . r . k .
7| p p p . . p p p
6| . . n . b . . .
5| . . . . N . . .
4| . . . . . P . .
3| . . Q B . . . .
2| P . P . . . P P
1| . R . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 16","['c6e5 f4e5 e8d8 h2h4 d8d5', 'a8d8 e5c6 b7c6 b1e1 a7a6', 'a7a5 e5c6 b7c6 f1e1 e8d8', 'e8e7 e5c6 b7c6 c3a3 e7e8', 'e6a2 b1e1 c6e5 f4e5 a7a5', 'c6e7 c3a1 a8d8 b1e1 f7f6']","['-7.57 (centipawns)', '-7.89 (centipawns)', '-7.92 (centipawns)', '-7.70 (centipawns)', '-7.20 (centipawns)', '-7.25 (centipawns)']",c6e5
"8| r . b q . r k .
7| p p . . . p b .
6| . . . P . n p .
5| . . . . p . . p
4| . . B n P . . .
3| . . N . B P . .
2| P P P Q . . P P
1| R . . . K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 11","['g1e2 c8e6 c4e6 d4e6 e1g1', 'e1c1 d8d6 g1e2 d6c7 c4d5', 'c3b5 c8e6 c4e6 d4e6 g1e2', 'd2d3 d8d6 g1e2 f6d7 e1c1', 'h2h3 d8d6 g1e2 d6c7 c4d3']","['2.89 (centipawns)', '2.23 (centipawns)', '2.51 (centipawns)', '1.93 (centipawns)', '1.58 (centipawns)']",g1e2
"8| r . b q k b n r
7| p p . . . p p .
6| . . n p p . . p
5| . . . . . . . .
4| . . B . P . . .
3| . . N . . N . .
2| P P . . Q P P P
1| R . B . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8","['c8d7 c1f4 f8e7 a1d1 e6e5', 'a8b8 c1f4 e6e5 f1d1 c8d7', 'c6a5 c4b5 a5c6 f1d1 a7a6', 'g8e7 c1e3 e7g6 f3d4 f8e7', 'g8f6 c1f4 e6e5 a1d1 c8d7', 'f8e7 f1d1 e6e5 b2b4 a7a6']","['0.00 (centipawns)', '-0.95 (centipawns)', '-1.05 (centipawns)', '-0.27 (centipawns)', '0.00 (centipawns)', '-0.15 (centipawns)']",c8d7
"8| r . . . k . . r
7| . p q . . p p .
6| p . n p . . . .
5| . . . . p . b P
4| . . N . P . B .
3| . . P . . . . .
2| P . . . . P . .
1| R . . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 21","['a8d8 h1g1 c6e7 d1b3 d6d5', 'h8h6 d1d3 e8f8 a1d1 b7b5', 'a8a7 c4d6 e8f8 d6c8 a7a8', 'b7b6 d1d6 c7d6 c4d6 e8e7', 'e8e7 d1d3 b7b5 c4e3 g5e3', 'e8g8 d1d6 c7d6 c4d6 b7b5']","['1.97 (centipawns)', '1.62 (centipawns)', '-0.06 (centipawns)', '-0.09 (centipawns)', '0.98 (centipawns)', '0.00 (centipawns)']",a8d8
"8| . . . . . . . .
7| . . . . . . . P
6| . k . p . . . .
5| . . p . . . . .
4| . . . . . . . K
3| . . . . . . . .
2| Q . . . . . P .
1| . . . . . . . r
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 57","['h4g3 h1h7 a2b1 b6c6 b1h7', 'h4g5 b6c6 a2a8 c6b6 h7h8q', 'h4g4 b6c6 a2f7 c6b6 g4g5']","['13.16 (centipawns)', 'Mate in 17', '8.29 (centipawns)']",h4g3
