board,trajectories,evaluations,best_move
"8| . . r . . . k .
7| . . . . . p p p
6| . . q . p B . .
5| p . . p . . . .
4| . . . . . . . .
3| . . . . . P . .
2| P P b Q . . P .
1| K . . R . . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 26",['c2d1 f6c3 d1c2 d2c2 d5d4'],['-2.06 (centipawns)'],c2d1
"8| r n b q k . . r
7| p p . . p p b p
6| . . . p . n p .
5| . . . . . . . .
4| . . . N P . . .
3| . . N . B P . .
2| P P P . . . P P
1| R . . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 7","['b8c6 d1d2 e8g8 e1c1 d6d5', 'a7a6 d1d2 h7h5 f1e2 b8d7', 'e8g8 d1d2 b8c6 e1c1 d6d5', 'h7h5 d1d2 b8d7 f1d3 d7c5']","['0.60 (centipawns)', '0.78 (centipawns)', '0.62 (centipawns)', '0.65 (centipawns)']",b8c6
"8| r n b q k . n r
7| p p . . p p b p
6| . . . p . . p .
5| . . . . . . . .
4| . . . p P P . .
3| . . . . B N . .
2| P P P . . . P P
1| R N . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['f3d4 g8f6 b1c3 e8g8 f1e2', 'f1b5 c8d7 e3d4 g8f6 d1e2', 'e3d4 g8f6 f1b5 b8c6 e4e5']","['0.05 (centipawns)', '0.01 (centipawns)', '-0.21 (centipawns)']",f3d4
"8| . . . . . . . .
7| p . . . . . . p
6| . . . b . . . .
5| . k . . . R p .
4| . . . . . . P .
3| . . . . . . . .
2| P P . . r . . .
1| . . . . . . . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 33","['e2e5 f5f7 d6c5 f7h7 b5c4', 'b5c4 f5g5 e2h2 h1g1 h2b2']","['-5.35 (centipawns)', '-5.01 (centipawns)']",e2e5
"8| . . . . . . r .
7| p p . b . Q p k
6| . . p . . p . p
5| . . . p . . . .
4| . . . P . . . .
3| . . . . . . R P
2| P . P q . P P .
1| R . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 25",['f7d7 h7h8 c2c3 d2b2 a1e1'],['5.89 (centipawns)'],f7d7
"8| r n b q k . n r
7| p p . . . . p p
6| . . p b p p . .
5| . . . p . . . .
4| . . . P . B . .
3| . . N . . N . .
2| P P P . P P P P
1| R . . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 6","['f4d6 d8d6 e2e4 g8e7 f1d3', 'e2e3 g8e7 d1d2 e8g8 h2h4', 'd1d2 f6f5 e2e3 g8f6 h2h4', 'd1c1 d6b4 a2a3 b4c3 b2c3']","['0.91 (centipawns)', '0.43 (centipawns)', '0.40 (centipawns)', '0.36 (centipawns)']",f4d6
"8| . . . . . . . .
7| p . . . . p . .
6| . p . . . k p .
5| . . p . . . . .
4| . . . . N . P .
3| . . . . . . . .
2| P . P . . P . .
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 35","['f6e5 e4c3 a7a6 c3a4 e5d4', 'f6e6 e4g5 e6e7 g1f1 f7f5']","['3.86 (centipawns)', '4.98 (centipawns)']",f6e5
"8| r . . . r . k .
7| p . p n . p P .
6| . p . b p . . .
5| . . . . . . N .
4| . . . P N q . .
3| . . . . . . . .
2| P P . . Q P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 17","['e2h5 g8g7 h5h7 g7f8 f1e1', 'e4d6 c7d6 e2h5 g8g7 h5h7']","['4.19 (centipawns)', '4.10 (centipawns)']",e2h5
"8| . . . . . . . .
7| . . . . . . k p
6| p . . . . p p .
5| . p . b P . . .
4| . . p . . . . .
3| . . P . . P . .
2| P P . . . . P P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 31","['e5f6 g7f6 g1f2 g6g5 g2g3', 'e5e6 g7f8 g1f2 f8e7 h2h4']","['-5.28 (centipawns)', '-5.66 (centipawns)']",e5f6
"8| r n b q k . n r
7| . . p . . p p p
6| p . . . p . . .
5| b p . . . . . .
4| . . p P P B . .
3| P . N . . N . .
2| . P . . . P P P
1| R . . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8","['a3a4 g8f6 a4b5 a6b5 f4d2', 'f1e2 c8b7 b2b4 c4b3 d1b3', 'f4g5 g8e7 d1c2 h7h6 g5e3']","['-1.20 (centipawns)', '-1.30 (centipawns)', '-1.58 (centipawns)']",a3a4
"8| b R . . . . . .
7| . . . . . . k .
6| . . . . . . P p
5| . . P . P . . .
4| r . . p . . . .
3| . . . B . . . .
2| . . . . . . P P
1| . . . . B K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 45",['e1h4 a4a1 f1f2 a1a2 f2g3'],['Mate in -18'],e1h4
"8| . . . . . . k .
7| p . . . . . . p
6| . . p . . . p .
5| . . . p . . . .
4| . . . . . . . .
3| . . . P . . . .
2| P . . . K . P b
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 30","['h2c7 e2d2 g8f7 d2e2 f7f6', 'h2f4 e2e1 g8f7 e1e2 f7e6', 'h2e5 e2e3 e5d6 a2a3 g8f8', 'g8f7 e2d1 f7f6 d1e2 f6f5']","['-8.27 (centipawns)', '-8.32 (centipawns)', '-8.38 (centipawns)', '-8.53 (centipawns)']",h2c7
"8| r n . q k . n r
7| p p . b p p b p
6| . . p p . . p .
5| . . . . . . . .
4| . . . P . B . .
3| . . N B P N . .
2| P P P . . P P P
1| R . . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 6","['g8f6 h2h3 f6d5 c3d5 c6d5', 'd8b6 e1g1 d7g4 a2a4 a7a5', 'd7g4 h2h3 g4f3 d1f3 b8d7', 'd7c8 e3e4 b8d7 e4e5 d6e5']","['0.41 (centipawns)', '0.53 (centipawns)', '0.78 (centipawns)', '0.84 (centipawns)']",g8f6
"8| . . . q . r k .
7| . . . . n p p p
6| r p . . p . . .
5| . . . p P . . .
4| . . . N . . . .
3| P . P . . . . .
2| . . . . . P P P
1| R N . K R . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 18","['a6a4 b1d2 d8a8 d2b3 g8h8', 'g8h8 b1d2 d8a8 d4b5 a6a5', 'h7h6 e1e3 e7f5 d4f5 e6f5', 'e7g6 b1d2 g8h8 h2h4 d8h4']","['-7.11 (centipawns)', '-7.18 (centipawns)', '-7.18 (centipawns)', '-6.68 (centipawns)']",a6a4
"8| r . b . k . n q
7| p p . . . . p .
6| . . p . p . . .
5| . . . . . p . .
4| . . . p . p . .
3| . P . P . . P .
2| P . P N P . . .
1| R . . Q K B . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle queenside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16","['d2f3 f4g3 d1d2 h8h6 d2b4', 'd1c1 h8h2 g3f4 h2g3 e1d1']","['-3.45 (centipawns)', '-3.36 (centipawns)']",d2f3
"8| r . b q . r k .
7| p p p p b p p p
6| . . . . . n . .
5| . . . . p . B .
4| . . . n P . . .
3| . . . B . N . .
2| P P P . . P P P
1| R N . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 6
- Fullmove number: 9","['f3d4 e5d4 e4e5 f6g4 g5e7', 'f3e5 d7d6 e5f7 f8f7 f2f4']","['-7.49 (centipawns)', '-8.11 (centipawns)']",f3d4
"8| r . . . . . k .
7| . . . . . p . p
6| . . q . p . . .
5| . . . p . p P P
4| . n p P . P . .
3| . . N . P Q . .
2| . P . . . . . .
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 30","['b4d3 h5h6 d3b2 f1b1 b2a4', 'g8h8 h5h6 a8g8 f3h5 c6d7', 'c6c7 h5h6 b4d3 f1b1 a8b8', 'c6c8 h5h6 b4d3 f1b1 a8b8']","['-0.59 (centipawns)', '0.00 (centipawns)', '-0.23 (centipawns)', '-0.11 (centipawns)']",b4d3
"8| . . . . k b r .
7| . . q . n p . .
6| p . . . . . . p
5| . . . . . . p .
4| . . b . . . . .
3| . . Q . . . . .
2| P . P R . P P P
1| . . . . R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 25","['f8g7 c3e3 c4e6 e1d1 e7c6', 'g8g6 e1d1 g6c6 c3d4 f7f6']","['-4.53 (centipawns)', '-4.48 (centipawns)']",f8g7
"8| . . . . . . . .
7| . . p . . . . .
6| . . . . . . . .
5| . . p k . . . p
4| . . . . . . . .
3| . . . . . . . .
2| . . K . . . . P
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 49","['c2d3 c5c4 d3e3 h5h4 e3d2', 'c2c3 c5c4 h2h3 h5h4 c3b4']","['-13.41 (centipawns)', '-14.61 (centipawns)']",c2d3
"8| . . . . . r k .
7| p b . . q p . p
6| . p . . . . p .
5| . P . . p . . .
4| P . R p P . . .
3| . Q . P . . P .
2| . . . . . P B P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 23","['b7c8 b3c2 c8e6 c4c7 e7b4', 'e7d7 h2h4 f8c8 g1h2 c8c4', 'e7e6 b3c2 f8c8 c4c7 a7a6']","['-0.22 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)']",b7c8
"8| . . . r . . k .
7| . . . . . . p p
6| . p N . . . . .
5| p . . . . . . .
4| P . b p . . . P
3| . . . . . . P .
2| . b . . . P B K
1| . . . R . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 32",['c6d8 b2c3 d8c6 c4e2 d1d4'],['5.23 (centipawns)'],c6d8
"8| r . b q k . . r
7| p p p . . p p p
6| . . n . . . n .
5| . . b p P . . .
4| . . . . . . . .
3| . . P . P N . .
2| P P N B . P P P
1| R . . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 6
- Fullmove number: 8","['e8g8 f1e2 c6e5 f3e5 g6e5', 'c6e5 f3e5 g6e5 f1e2 e8g8', 'g6e5 c2b4 e8g8 b4c6 e5c6']","['-0.51 (centipawns)', '-0.57 (centipawns)', '-0.40 (centipawns)']",e8g8
"8| . q . . . . . .
7| . . . . . p k p
6| p . . . . . p .
5| . p R . . . Q n
4| . . . . . . . .
3| P . . . . P N P
2| . P . . . . P K
1| . . . r . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 31","['f7f6 c5c8 b8d6 g5g4 h5g3', 'h5g3 g5e5 b8e5 c5e5 g3f5']","['-6.24 (centipawns)', '-5.40 (centipawns)']",f7f6
"8| . . . . . . . k
7| p . . q b . p p
6| . . p . . n . .
5| n . P p . . . .
4| . . . P p . . .
3| P . N . B . . P
2| . . . . B P P .
1| . Q . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 22","['d7c8 e3d2 c8b7 b1b4 e7d8', 'd7b7 b1b7 a5b7 c3a2 b7d8', 'f6g8 e3f4 h7h6 b1b4 e7d8', 'h7h6 e3f4 f6g8 b1b4 e7d8']","['1.09 (centipawns)', '1.40 (centipawns)', '1.45 (centipawns)', '1.27 (centipawns)']",d7c8
"8| . . . . . . . .
7| k p Q . . . . p
6| p . p r . q . p
5| . . . . . . . .
4| . . . . . . . .
3| . . N . . B . P
2| . P P . . P P K
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 36","['c3e4 f6f4 e4g3 f4d4 g3e2', 'c3d1 d6d2 c7h7 a6a5 h7c7', 'c3e2 d6e6 c2c3 f6e5 c7e5']","['2.99 (centipawns)', '2.80 (centipawns)', '2.62 (centipawns)']",c3e4
"8| . . r . . . k .
7| p . . . . p . .
6| . . . . . p . p
5| . . P . . . . .
4| r P . . . . . .
3| . . . . . . P .
2| P . . R . P . P
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 27",['d2d8 g8g7 d8c8 a4a2 c5c6'],['7.48 (centipawns)'],d2d8
"8| . R . . . . . .
7| . . . . . . . .
6| . . . . . . p .
5| . . . . p . k .
4| . . . . . . p .
3| . . . . . . . .
2| . . . . . . B .
1| . . . . . K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 46","['g5f5 b8f8 f5e6 g2e4 g4g3', 'g5f6 g2e4 g6g5 b8g8 f6e6', 'g5f4 b8f8 f4e3 f8f6 e3d4']","['5.93 (centipawns)', '5.89 (centipawns)', '6.24 (centipawns)']",g5f5
"8| r . . q . r k .
7| . b . . p p b p
6| p . n p . n p .
5| . p . . . . B .
4| . P . P . . . .
3| P N . B P N . .
2| . . . . . P P P
1| . . R Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 14","['h7h6 g5h4 d8d7 e3e4 f6h5', 'd8d7 e3e4 h7h6 g5h4 f6h5', 'a8c8 e3e4 h7h6 g5h4 f6h5', 'e7e6 e3e4 h7h6 g5h4 d8b6']","['0.29 (centipawns)', '0.24 (centipawns)', '0.28 (centipawns)', '0.19 (centipawns)']",h7h6
"8| r . b q . r k .
7| b p p . . p p p
6| p . n p . n . .
5| . . . . p . . .
4| . . B . P . . .
3| . . P P B N . P
2| P P . . . P P .
1| R N . Q R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 10","['d3d4 h7h6 c4b3 f8e8 b1d2', 'e3a7 a8a7 d3d4 a7a8 b1d2', 'a2a4 a7e3 e1e3 d6d5 e4d5']","['0.73 (centipawns)', '0.48 (centipawns)', '0.19 (centipawns)']",d3d4
"8| . . . . . . k .
7| . . . n . . N .
6| . b p . N . . .
5| . p . . r . B p
4| p . . . . . . P
3| . . . . . . . .
2| P P P . . n P K
1| R . . . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 28","['e5e2 f1f2 b6f2 a1d1 d7c5', 'a4a3 b2a3 e5e2 f1f2 e2f2', 'e5e4 f1f2 b6f2 a1d1 d7b6']","['5.29 (centipawns)', '5.39 (centipawns)', '5.92 (centipawns)']",e5e2
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . . . . .
5| . P . . . . . .
4| . . . . . . p .
3| . . . . k . P .
2| . . . . . . . K
1| . . R . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 62","['c1c7 e3d2 b5b6 d2e3 b6b7', 'c1c5 e3d4 c5c1 d4e5 b5b6', 'b5b6 e3d2 c1c7 d2e3 b6b7', 'h2g1 e3d2 c1c7 d2e3 g1h2']","['Mate in -5', 'Mate in -7', 'Mate in -5', 'Mate in -7']",c1c7
"8| r n b q k . . r
7| . p . . . . . p
6| . . p p . p . n
5| p . b . p . . .
4| . . B . P . p .
3| . . N P . N . P
2| P P P B . P P .
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 11","['d2h6 g4f3 d1f3 d8e7 a2a3', 'f3h2 b7b5 d2h6 b5c4 h2g4', 'f3h4 h6f7 c4f7 e8f7 h3g4']","['2.92 (centipawns)', '2.40 (centipawns)', '2.22 (centipawns)']",d2h6
"8| . . . r . . k .
7| . b q r b p p p
6| p p . p p n n .
5| . . . . . . . .
4| . . P N P . . .
3| B P N . Q P . P
2| P . . R B . P .
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 18","['e2f1 f6h5 c3a4 h7h6 d4c2', 'f3f4 e6e5 f4e5 d6e5 a3e7', 'd4c2 d6d5 a3e7 g6e7 e4d5', 'c3a4 d8b8 d4c2 b7a8 c2b4']","['0.19 (centipawns)', '0.13 (centipawns)', '0.14 (centipawns)', '0.00 (centipawns)']",e2f1
"8| r . b . . r k .
7| p p q n . p p p
6| . . . . p . . .
5| . . . p . . . .
4| . . . . . . . .
3| . . P B . Q P .
2| P P . N . . P P
1| . . R . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 15","['d7e5 f3e3 e5d3 e3d3 c7b6', 'c7b6 g1h1 b6b2 c1c2 b2b6']","['-2.58 (centipawns)', '-2.44 (centipawns)']",d7e5
"8| . . . . . . . .
7| R . . . . . . .
6| . . . . . . k p
5| P . . . . . . .
4| . . p . . . . .
3| . . . . . . . P
2| . . r . . . P K
1| R . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 38","['c2d2 a7c7 c4c3 a5a6 d2d8', 'g6f5 a5a6 c2d2 a7c7 d2d8', 'c2b2 a7c7 b2b8 a5a6 b8g8', 'c2c3 a7c7 c3d3 a5a6 d3d8']","['9.19 (centipawns)', '9.35 (centipawns)', '9.39 (centipawns)', '9.51 (centipawns)']",c2d2
"8| r n b q k . n r
7| p p . . . . p p
6| . . p . p . . .
5| . . . p N p P .
4| . . . . . . . .
3| . . . P . . P .
2| P P P . P P . .
1| R N . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 7","['d8g5 b1d2 b8d7 d2f3 g5f6', 'g8e7 b1d2 d8b6 a1b1 b8d7']","['-0.56 (centipawns)', '0.80 (centipawns)']",d8g5
"8| . . . . R . . .
7| . k . . . . p .
6| . . . p . . . p
5| . N . . . . . .
4| p . . . . P . .
3| P b . . . . P P
2| . . . . . K . .
1| . . r . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 42","['c1a1 f2e3 b7c6 b5d4 c6d5', 'c1d1 e8e1 d1e1 f2e1 b7c6', 'c1c2 f2e3 c2a2 b5d6 b7c6']","['-0.77 (centipawns)', '-0.01 (centipawns)', '-0.01 (centipawns)']",c1a1
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . p b k .
5| p . N . . p p .
4| . p . P . . P .
3| . P . Q . P q .
2| P . . R . . . r
1| . . . K . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 10
- Fullmove number: 46","['g3g1 d1c2 h2d2 d3d2 f5g4', 'h2h3 c5e6 g3f3 d3f3 h3f3']","['-1.66 (centipawns)', '-1.23 (centipawns)']",g3g1
"8| . . . . . . . k
7| . r . . . . . p
6| . . . . . . . P
5| . . . . . p P .
4| . . . . b P . .
3| . . . . . . . .
2| P . . . . . . R
1| K . R . . . N .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 37","['h8g8 h2b2 b7a7 g1e2 e4d5', 'e4d5 g1f3 b7a7 f3e5 d5e6']","['7.52 (centipawns)', '9.01 (centipawns)']",h8g8
"8| . . b . . r k .
7| . p . . . p p p
6| r . . . p b n .
5| . . . . . . . .
4| . . . . . . . .
3| P . N P . . P .
2| . P P B . . B P
1| . . K R . . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 22","['h1e1 h7h5 e1e4 c8d7 e4b4', 'd1e1 b7b6 h1f1 c8d7 f1f6', 'c3e4 f6e7 e4c3 h7h5 h1e1', 'h1f1 h7h5 c3e4 f6e7 d2b4']","['2.60 (centipawns)', '2.57 (centipawns)', '2.46 (centipawns)', '2.36 (centipawns)']",h1e1
"8| . . . . . . . .
7| . . r . . . . .
6| R . p . k . p .
5| . . b . . p . p
4| . p . . . P . P
3| . . . . . . P K
2| . B . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 39","['b2e5 c7c8 h3g2 e6d5 a6a4', 'a6a1 e6d5 a1d1 d5c4 d1c1', 'g3g4 h5g4 h3g3 e6d5 a6a1']","['-5.78 (centipawns)', '-5.94 (centipawns)', '-6.33 (centipawns)']",b2e5
"8| . . . . . k . .
7| . . . . b . . p
6| . p . . . . p .
5| p . . . p . . .
4| . . Q . p . . .
3| . . P . P . . .
2| . P . . . P K P
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 39","['c4c7 a5a4 c7b6 f8f7 b6a7', 'c4e4 e7c5 e4e5 a5a4 e5f4', 'c4a6 h7h5 a6b6 f8g7 b6a5', 'c4c6 g6g5 c6b6 a5a4 b6h6']","['7.82 (centipawns)', '7.94 (centipawns)', '7.90 (centipawns)', '7.98 (centipawns)']",c4c7
"8| r . . q k . . r
7| p b p . b p . .
6| . p . . p n . .
5| . . . . P . p .
4| . . P P . . n .
3| . . N B . . P p
2| P P . B N . . P
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16",['g4e5 d2g5 e5f3 f1f3 b7f3'],['-2.28 (centipawns)'],g4e5
"8| . . . . . . . .
7| . . R . . . p k
6| . . . b . . . p
5| . p . . . . . .
4| . . b . . . P .
3| . . P . P . . P
2| . P . . . K . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 36","['c7b7 h7g8 e3e4 d6f4 b2b3', 'c7c6 d6e7 e3e4 h7g8 f2f3', 'c7d7 d6e5 e3e4 h7g6 d7b7', 'c7a7 d6e5 a7b7 e5f6 e3e4']","['0.03 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)']",c7b7
"8| . . N . . . . .
7| . . . . . . . .
6| . . . . p . p .
5| . . . p P b . .
4| k . . P . P . .
3| . r . . . . . .
2| . . . . K . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 52","['c8e7 a4a3 e7c6 a3b2 e2f2', 'c8d6 a4b4 e2f2 b3d3 f2e2']","['-8.20 (centipawns)', '-8.95 (centipawns)']",c8e7
"8| r . b . . . . .
7| p k p p . . p .
6| . . n . . . q p
5| . . . . . . N .
4| P p . . . . . .
3| . . . . . . . .
2| . . . . . K P P
1| . . Q . R . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 28","['g5e4 a8b8 c1f4 d7d6 f2g1', 'g5h3 g6f6 f2g1 a8b8 e1d1', 'g5f3 a8b8 c1c4 b7a8 e1e3']","['-7.67 (centipawns)', '-7.78 (centipawns)', '-7.53 (centipawns)']",g5e4
"8| . . . . . . . .
7| . . p k . . p .
6| p . p . . . . .
5| . . P . . P . .
4| . P . . . b . .
3| P K B . . . . P
2| . . . . . . P .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 36","['f4h6 g2g4 d7d8 h3h4 h6c1', 'd7e8 c3g7 f4d2 b3a4 e8f7', 'd7e7 c3g7 e7d7 b3a4 d7c8', 'f4g5 c3g7 g5f4 b3a4 f4d2']","['7.09 (centipawns)', '7.14 (centipawns)', '7.22 (centipawns)', '7.36 (centipawns)']",f4h6
