board,trajectories,evaluations,best_move
"8| . . r r . . k .
7| p . . . q . b p
6| . . . . p . p .
5| . . . . . p . .
4| . . . p . . . .
3| P . . . P P . P
2| . B . . Q P R K
1| R . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 27","['e3d4 e7c7 g2g3 c7c4 a1e1', 'b2d4 e7c7 h2g1 e6e5 d4b2', 'e2a6 d4d3 b2g7 g8g7 f3f4', 'e2e1 c8c2 b2d4 e7c7 f3f4']","['-1.27 (centipawns)', '-1.25 (centipawns)', '-2.69 (centipawns)', '-4.05 (centipawns)']",e3d4
"8| r . . . r . k .
7| p p p . . p p p
6| . . n . b . . .
5| . . . . N . . .
4| . . . . . P . .
3| . . Q B . . . .
2| P . P . . . P P
1| . R . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 16","['c6e5 f4e5 a8d8 g1h1 d8d5', 'a8d8 e5c6 b7c6 b1e1 c6c5', 'e8d8 e5c6 b7c6 c3a1 c6c5', 'e6a2 b1e1 c6e5 f4e5 a7a5']","['-7.51 (centipawns)', '-7.92 (centipawns)', '-7.55 (centipawns)', '-7.32 (centipawns)']",c6e5
"8| r . b q . r k .
7| p p . . . p b .
6| . . . P . n p .
5| . . . . p . . p
4| . . B n P . . .
3| . . N . B P . .
2| P P P Q . . P P
1| R . . . K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 11","['g1e2 c8e6 c4e6 d4e6 e1c1', 'c3b5 d4b5 c4b5 c8d7 a2a4', 'c3d5 f6d5 c4d5 d8d6 c2c3']","['3.13 (centipawns)', '2.39 (centipawns)', '2.38 (centipawns)']",g1e2
"8| r . b q k b n r
7| p p . . . p p .
6| . . n p p . . p
5| . . . . . . . .
4| . . B . P . . .
3| . . N . . N . .
2| P P . . Q P P P
1| R . B . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8","['a7a6 f1d1 c8d7 c1f4 e6e5', 'f8e7 f1d1 e6e5 b2b4 a7a6', 'c8d7 c1f4 f8e7 a1d1 e6e5', 'g8f6 c1f4 c8d7 a1d1 e6e5']","['0.01 (centipawns)', '-0.15 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)']",a7a6
"8| r . . . k . . r
7| . p q . . p p .
6| p . n p . . . .
5| . . . . p . b P
4| . . N . P . B .
3| . . P . . . . .
2| P . . . . P . .
1| R . . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 21","['a8d8 h1g1 c6e7 d1b3 b7b5', 'b7b5 d1d6 a8a7 d6c7 a7c7', 'h8h6 d1d3 a8d8 g4e2 e8f8', 'c6d4 e1g1 c7c4 c3d4 e5d4']","['2.06 (centipawns)', '0.15 (centipawns)', '1.33 (centipawns)', '0.82 (centipawns)']",a8d8
"8| . . . . . . . .
7| . . . . . . . P
6| . k . p . . . .
5| . . p . . . . .
4| . . . . . . . K
3| . . . . . . . .
2| Q . . . . . P .
1| . . . . . . . r
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 57","['h4g3 h1h7 a2b1 b6c6 b1h7', 'h4g4 b6c6 a2f7 c6b6 g4g5', 'h4g5 c5c4 a2c4 h1h2 g2g4']","['13.16 (centipawns)', '7.85 (centipawns)', '11.24 (centipawns)']",h4g3
"8| r . . q k . . r
7| p b . n n p b p
6| . p p . p . p .
5| . . . p . . . .
4| . . . P . B . .
3| . Q P B P N . .
2| P P . N . P P P
1| R . . . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 11","['h2h4 h7h5 b3d1 c6c5 d1e2', 'a2a4 c6c5 d3b5 e8g8 b3a3', 'h2h3 e8g8 d3e2 c6c5 e1g1', 'b3d1 c6c5 d1e2 a7a5 a2a4']","['0.31 (centipawns)', '0.09 (centipawns)', '0.04 (centipawns)', '0.26 (centipawns)']",h2h4
"8| . . . . . . k .
7| . b r . . p . p
6| p . . . . . p .
5| . p . . r . . .
4| . . . N . . P .
3| P . P . . . . P
2| . P . . . R . K
1| . . . . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 33","['f2e2 e5e2 d4e2 c7e7 e2d4', 'f2f4 c7e7 f4f6 h7h5 f1f2', 'f2f6 g8g7 f1f2 h7h5 g4h5', 'f1a1 c7e7 a3a4 b5a4 a1a4']","['-0.27 (centipawns)', '-0.65 (centipawns)', '-0.58 (centipawns)', '-0.33 (centipawns)']",f2e2
"8| r . . q . r k .
7| . p p . . . p p
6| p . n p p . . .
5| . . b . . . . n
4| P . . p P . . .
3| . . P . . N . P
2| . P . . . P P .
1| R N B Q R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 12","['c3d4 c5b4 b1c3 d8f6 e1f1', 'c1g5 d8e8 c3d4 c5b4 b1c3', 'b2b4 c5a7 c3d4 c6b4 b1a3', 'f3d4 d8f6 c1e3 h5f4 g1h1']","['0.02 (centipawns)', '-0.25 (centipawns)', '-0.50 (centipawns)', '-0.90 (centipawns)']",c3d4
"8| r . . q . r k .
7| p p p b . p . .
6| . . . . p n . b
5| . . . p . . p .
4| . n P P . . . p
3| . . N . P N . P
2| P P . . B P P B
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 13","['f3e5 d7e8 f2f4 c7c5 f4g5', 'g1h1 d5c4 e2c4 b4d5 d1e2', 'a1c1 b4c6 g1h1 c6e7 c4d5', 'c3b5 f6e4 f3d2 e4d2 d1d2']","['3.21 (centipawns)', '2.43 (centipawns)', '2.51 (centipawns)', '2.71 (centipawns)']",f3e5
"8| r n . q k b . r
7| p b . p . p p p
6| . . . . . . . .
5| . . p n . . . .
4| . . B . . . . .
3| . . . . . N . .
2| P P Q . . P P P
1| R N B . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 9","['c2b3 d8e7 e1d1 e7d6 b3b7', 'e1g1 d5b6 f3e5 f8d6 c4f7']","['3.78 (centipawns)', '2.56 (centipawns)']",c2b3
"8| r . . q . . k .
7| p p . . . . p p
6| . . n p . . . .
5| . . . p . . . .
4| . . . . N . . .
3| . . P B P P . .
2| P P . . . P . P
1| R . . . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 13","['c6e5 e1c1 e5d3 d1d3 d5e4', 'd5e4 d3e4 d8f6 e1c1 f6h4']","['4.70 (centipawns)', '3.89 (centipawns)']",c6e5
"8| . k . r . b . r
7| p p p . . q . .
6| . . n . . . . .
5| . N . . p . . .
4| . . . . . p . p
3| . . P P . P . P
2| P . . . . . P .
1| R . B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 22","['f7d5 a2a4 d5d3 d1d3 d8d3', 'h8g8 c1a3 f7g6 f1f2 d8d3', 'h8h5 a2a4 f8c5 g1h1 a7a6', 'a7a6 a2a4 h8g8 d3d4 c6a5']","['3.84 (centipawns)', '3.71 (centipawns)', '2.83 (centipawns)', '3.48 (centipawns)']",f7d5
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . . . . p
5| p . . k p K p .
4| P . . . . . P .
3| . . . . . P . P
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 10
- Fullmove number: 48","['f5g6 d5d4 g6h6 d4e3 h6g5', 'f5f6 d5d4 f6e6 d4e3 e6d5']","['0.00 (centipawns)', '-8.44 (centipawns)']",f5g6
"8| . . . . . . . .
7| p . . . . . . R
6| . . k . p . p .
5| . N . p P b . .
4| P . . P . P . .
3| . r . . . r . .
2| . . . . K . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 47","['b5d6 f3h3 h7h3 b3h3 a4a5', 'h7h4 c6b6 b5d6 f3h3 h4h3', 'b5a7 c6b6 a7c8 b6a5 c8d6', 'h7h8 f3h3 h8h3 b3h3 b5d6']","['-6.55 (centipawns)', '-6.98 (centipawns)', '-6.71 (centipawns)', '-7.08 (centipawns)']",b5d6
"8| r . . . . . k .
7| p . . . . p . p
6| . . . . . . p .
5| . . . . . . . .
4| . . . P . . . .
3| . . . . . P P .
2| . P . R . . . P
1| . . . . . K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 24","['a8b8 f1f2 b8b3 g3g4 g8f8', 'a7a5 f1f2 g8f8 d2e2 h7h6', 'g8f8 f1e2 a7a5 e2d3 f8e7', 'a8e8 f1f2 e8b8 f2e3 g8f8']","['-0.25 (centipawns)', '-0.38 (centipawns)', '-0.66 (centipawns)', '-0.78 (centipawns)']",a8b8
"8| . . . . . . . .
7| . . . k . . p p
6| . p . . . . . .
5| . P . . . . . .
4| . . . . . . . .
3| . . K . . . . P
2| . . . . . p . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 44","['c3c4 f2f1q c4d5 f1f5 d5c4', 'c3d2 f2f1q d2e3 d7e6 e3d4', 'c3d4 d7e6 h3h4 f2f1q d4e4', 'c3c2 f2f1q c2c3 d7e6 c3d2']","['Mate in -12', 'Mate in -10', 'Mate in -12', 'Mate in -10']",c3c4
"8| r . b q k b n r
7| p p p . p p p p
6| . . n . . . . .
5| . . . p . . . .
4| . . . P . . . .
3| . . . . P N . .
2| P P P . . P P P
1| R N B Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 3","['c8g4 f1b5 d8d7 b1d2 a7a6', 'a7a6 c2c4 e7e6 b1c3 g8f6', 'b7b6 c2c4 e7e6 a2a3 g8f6', 'c8f5 f1b5 e7e6 e1g1 g8e7']","['-0.38 (centipawns)', '-0.50 (centipawns)', '-0.79 (centipawns)', '-0.38 (centipawns)']",c8g4
"8| . . k r . . . r
7| p p p . . p p p
6| . . p . . . . .
5| . . b . P b . .
4| . . N . . P . .
3| . . . . . . . .
2| P P . . Q n P P
1| R . B . K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 15","['f2h1 c1e3 c5e7 a2a3 h7h5', 'f2d3 e2d3 f5d3 c1e3 c5e3', 'f5g4 c1e3 g4e2 e3f2 e2f1']","['-4.10 (centipawns)', '-4.47 (centipawns)', '-4.48 (centipawns)']",f2h1
"8| . b . r k . . r
7| . b . q . p p p
6| p p . . . n . .
5| . . p . B . . .
4| . . P . . . . .
3| . . N P . . . .
2| P P . . . P P P
1| R . Q . R B K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16","['e8g8 e5b8 d8b8 c1f4 f6h5', 'b8e5 e1e5 e8f8 c1g5 h7h6', 'e8f8 e5f6 g7f6 c1h6 f8g8', 'd7e6 e5b8 d8b8 c1g5 e8g8']","['-1.17 (centipawns)', '-1.49 (centipawns)', '-3.62 (centipawns)', '-5.74 (centipawns)']",e8g8
"8| . . R . . . . .
7| p . . . . . p .
6| . . . . . . k .
5| . . . b . . . .
4| . . . R . . . .
3| . . . . . . . .
2| P P . . . K . P
1| . r . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 35","['b1b2 f2g3 b2g2 g3h3 g2g5', 'd5a2 d4d2 b1h1 f2g2 h1e1']","['-2.10 (centipawns)', '-4.08 (centipawns)']",b1b2
"8| . . . . . . . .
7| . . . . k . p p
6| . p . . . . . .
5| p . . B . . . .
4| b . . N . . . P
3| . . . R . . P .
2| . . . . . P . K
1| . . . . b . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 38","['d5c6 a4c6 d4c6 e7e6 c6d4', 'f2f4 e1f2 d4f5 e7f6 f5d6', 'd5f3 e1f2 d4c6 e7f7 d3d7']","['6.56 (centipawns)', '5.97 (centipawns)', '5.23 (centipawns)']",d5c6
"8| . . . . r . . .
7| . . . r . p p p
6| . k . n . . . .
5| . . . . . . P .
4| . . . . . P . .
3| . . P . . . . .
2| . K . b b . . P
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 32","['g5g6 b6c6 h2h3 d6c4 b2a1', 'b2b1 b6c6 h2h3 e2d3 b1a1', 'b2a2 b6c6 a2b3 d6c4 h2h3', 'f4f5 d6c4 b2c2 b6c6 h2h3']","['Mate in -2', 'Mate in -2', 'Mate in -2', 'Mate in -2']",g5g6
"8| . . r . . r k .
7| p . . . q p p p
6| . p . . p . . .
5| . Q n p P . . .
4| P . . . . . . .
3| . . P . . N . .
2| . . P . . P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 17","['c5e4 f3d4 e4c3 b5a6 e7b4', 'c5b7 b5b4 e7c7 a1a3 b7a5']","['3.52 (centipawns)', '2.04 (centipawns)']",c5e4
"8| . . . . . . . .
7| . . . . . . . .
6| p . . . . . b .
5| . p . . k . p .
4| . . p . . . P .
3| P . P . K P . .
2| . P . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 39","['e3f2 e5f4 f2e2 g6e8 e2d2', 'a3a4 b5a4 e3f2 e5f4 f2e2', 'e3d2 e5f4 d2e2 g6e8 e2d2', 'e3e2 e5f4 e2f2 g6e8 f2e2']","['-9.33 (centipawns)', '-12.88 (centipawns)', '-11.09 (centipawns)', '-14.52 (centipawns)']",e3f2
"8| r . b q k . . r
7| p p p . b p p p
6| . . . . . n . .
5| . . . P p . . .
4| . . . . . B . .
3| . . . . . P . .
2| P P . . . P . P
1| R N . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 10","['f4e5 e8g8 f1e2 f8e8 b1c3', 'f4g3 f6d5 g3e5 e7b4 b1c3', 'f1b5 c8d7 b5d7 d8d7 f4e5']","['-2.80 (centipawns)', '-3.35 (centipawns)', '-3.03 (centipawns)']",f4e5
"8| . . . . r . k .
7| . . . . . p p p
6| . r . p . n . .
5| . . . . . . . .
4| . p . . P . . .
3| P . . . . P . P
2| b R P . N . P .
1| . . . . R . . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 32","['b2a2 b4a3 a2a3 d6d5 e4d5', 'e2d4 a2e6 a3b4 e8c8 b4b5']","['0.12 (centipawns)', '-2.82 (centipawns)']",b2a2
"8| . . . . . r . .
7| . . . . . . p k
6| b . p . p . . p
5| p p . q N n . Q
4| . P . P p . . .
3| P . P . . . . .
2| . . . B . P r P
1| . . . R . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 24","['g1g2 e4e3 g2g1 e3d2 h5g6', 'g1h1 e4e3 f2f3 g2g5 h5h3']","['1.73 (centipawns)', '-5.47 (centipawns)']",g1g2
"8| . . . . . . . .
7| . . . . . . . p
6| . . . . . . . .
5| . . . B . N . .
4| . . N . P k P .
3| . . . . . P . .
2| . . . . K . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 46","['d5f7 f4g5 e2e3 g5f6 f7e8', 'c4e3 f4g5 d5f7 g5f6 f7e8', 'd5e6 f4g5 e6f7 g5f6 f7e8', 'd5g8 f4g5 g8f7 h7h6 e2e3']","['Mate in 7', 'Mate in 9', 'Mate in 8', 'Mate in 7']",d5f7
"8| r . n . k . . r
7| p p . q . . p .
6| . . p . . . n p
5| P . . p P p . .
4| . b . P . . . P
3| . P N . . N . .
2| . . P Q . P P .
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 19","['a5a6 b7b5 h4h5 b4c3 d2c3', 'e5e6 d7d6 a5a6 b7b5 c3b5', 'g2g3 e8g8 a5a6 b7b5 d2d3', 'f3e1 b4c3 d2c3 g6f4 c3f3']","['-3.20 (centipawns)', '-3.16 (centipawns)', '-3.97 (centipawns)', '-3.25 (centipawns)']",a5a6
"8| . . . . . . . .
7| p p N b . . k p
6| . . . N . . p .
5| . . . B n p . .
4| . . . . . . . .
3| . . . . . . . .
2| P P P . . P P P
1| . . . . R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 26","['e5c6 d5c6 d7c6 f2f3 g7g8', 'd7a4 e1e5 g7f8 f2f4 a7a5']","['-9.86 (centipawns)', '-10.74 (centipawns)']",e5c6
"8| . r . . . b k .
7| p . . q . . . p
6| . r p . p . p .
5| . . . . P p . .
4| P . . P b P . P
3| . . R . B N P .
2| . . . . Q K . .
1| . . R . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 26","['f3d2 b6b2 f2g1 e4d5 g1f2', 'f2f1 e4d5 f1f2 d5e4 f3d2', 'a4a5 b6b2 f3d2 d7d8 f2f1', 'h4h5 b6b2 f3d2 b2a2 f2f1']","['-2.71 (centipawns)', '-2.73 (centipawns)', '-3.37 (centipawns)', '-2.82 (centipawns)']",f3d2
"8| r . b . k . . r
7| p p . . b p p p
6| . . n . p n . .
5| . . p q . . B .
4| . . . . . . . .
3| . . P P . N . .
2| P P . . B P P P
1| R N . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 8","['b7b6 b1a3 c8b7 a3c4 h7h6', 'd5d6 b1d2 d6c7 g5h4 e8g8', 'c8d7 b1a3 e8g8 a3c4 d7e8', 'e8g8 b1d2 b7b6 d2c4 c8b7']","['0.17 (centipawns)', '-0.05 (centipawns)', '-0.03 (centipawns)', '0.18 (centipawns)']",b7b6
"8| r . b q . b . r
7| p p p p . k p p
6| . . n . . n . .
5| . . . . p . . .
4| . . . . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 5","['d7d6 d2d4 e5d4 c2c3 d4d3', 'h7h6 d2d4 d8e8 d4d5 c6d8', 'd8e8 d2d4 d7d6 b1c3 f7g8', 'f7e8 d2d4 d7d6 h2h3 f8e7']","['3.86 (centipawns)', '3.22 (centipawns)', '3.58 (centipawns)', '3.06 (centipawns)']",d7d6
"8| r . b q k b . r
7| . p p p . p p p
6| p . n . . n . .
5| . . . . p . . .
4| . . B . P . . .
3| P . N . . . . .
2| . P P P . P P P
1| R . B Q K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 5","['d2d3 f8c5 g1f3 d7d6 c1e3', 'g1f3 f6e4 c3e4 d7d5 c4d3', 'c4a2 f8c5 g1f3 d7d6 d2d3', 'g1e2 f6e4 c3e4 d7d5 c4d3']","['0.05 (centipawns)', '-0.34 (centipawns)', '-0.05 (centipawns)', '-0.45 (centipawns)']",d2d3
"8| . . . . . K . .
7| . . . . . . . .
6| . . . . . . . .
5| . . . . . . . .
4| . . . . . . . .
3| k . . . . . . .
2| . . . r . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 13
- Fullmove number: 59","['d2d7 f8e8 d7g7 e8f8 g7a7', 'd2e2 f8f7 e2e5 f7g6 a3b4', 'd2b2 f8f7 b2b6 f7e7 b6h6', 'd2d1 f8e7 d1d5 e7e6 d5a5']","['Mate in 11', 'Mate in 15', 'Mate in 13', 'Mate in 19']",d2d7
"8| . . . . . . . .
7| . p B . b . . p
6| p . . . . . p .
5| . . . . . . . .
4| . P . . . . P .
3| P . . k . . . P
2| . . . . . P K .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 39","['g2g3 d3c4 g3f4 c4b3 f4e5', 'f2f4 d3e4 g4g5 e7f8 c7e5', 'g2f3 g6g5 c7b6 e7f6 f3g3', 'c7f4 d3c2 g4g5 c2b2 f4d2']","['-0.10 (centipawns)', '0.00 (centipawns)', '0.03 (centipawns)', '-0.18 (centipawns)']",g2g3
"8| . . . . . . r .
7| p . k . . p r .
6| . . . p . p . b
5| . b . P p P . .
4| . . p . P . . .
3| P p P n . R p P
2| . P . . N . B .
1| . K . N . . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 30","['d1e3 d3f2 e3g4 f2g4 h3g4', 'f3f1 d3f2 b1a1 f2d3 a1b1', 'g1h1 d3c5 f3e3 c7d8 e2c1']","['-4.22 (centipawns)', '-3.54 (centipawns)', '-3.94 (centipawns)']",d1e3
"8| . . k r . b . r
7| p p . . . p p p
6| . n . p . n . .
5| . . p . . . . .
4| . . . . P B . .
3| . P N R . . . .
2| P . P . . P P P
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 14","['f6e8 c3b5 a7a6 b5c3 f8e7', 'f8e7 c3b5 f6e4 b5a7 c8b8', 'd8d7 a2a4 b6a8 f4d6 d7d6', 'b6d7 c3b5 a7a6 b5d6 f8d6']","['3.76 (centipawns)', '3.69 (centipawns)', '4.04 (centipawns)', '3.71 (centipawns)']",f6e8
"8| . . k . . . . .
7| . . p . . p . p
6| p . . . . . p .
5| . . . P . . . .
4| . P r . . . . .
3| . K . . P . . P
2| P . N . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 31","['c4h4 a2a4 g6g5 b4b5 a6a5', 'c4e4 a2a4 g6g5 b4b5 a6b5']","['6.12 (centipawns)', '5.29 (centipawns)']",c4h4
"8| . . . . . . k .
7| . p . q . p . p
6| . P p . . . p .
5| . . P p . . . .
4| . . . . . . . .
3| . . b . . Q . .
2| . . . . . P P P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 30","['f3c3 d5d4 c3d3 d7d5 g2g4', 'g1f1 d5d4 f3d3 d7d5 g2g4']","['-4.29 (centipawns)', '-7.01 (centipawns)']",f3c3
"8| . . . r . . . r
7| p b p . R . k .
6| . p . . . n B .
5| . . . . . . . .
4| . . . P . N . .
3| . . P . . P . p
2| P P . . . K . .
1| . . . . . . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 35","['g7h6 g6h7 d8g8 h7g8 h8g8', 'g7f8 e7f7 f8g8 g6h5 f6g4']","['-5.78 (centipawns)', 'Mate in -1']",g7h6
"8| r . b q r n k .
7| p p . . . p b p
6| . . p . . n p .
5| . . . P p . . .
4| . . P . P . . .
3| . . . B . N . .
2| P P . N . . P P
1| R . B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 12","['b7b5 b2b3 c6d5 c4d5 f6d5', 'a7a5 b2b3 f8d7 c1b2 d8b6', 'f8d7 d2b3 a7a5 a2a4 c6d5']","['0.79 (centipawns)', '0.52 (centipawns)', '0.42 (centipawns)']",b7b5
"8| . . . . . . . .
7| . . . . . . . .
6| . . K . . . . .
5| . . . . . . . .
4| . p . . . . . .
3| . k . Q . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 59","['b3a2 c6c5 b4b3 c5b4 a2a1', 'b3b2 c6c5 b4b3 c5b4 b2a1', 'b3a4 c6c5 b4b3 d3a6']","['Mate in -4', 'Mate in -4', 'Mate in 0']",b3a2
